sku,slug,handle,common,group,family,origin,care,temperament,swim,tank,adult,tempC,ph,hard,diet,social,life,psize,desc,tips,aqa_staple,aqa_treat,feeding_note,hub_url,care_url,shop_url,title
RA-FSH-0442,badis-badis,badis-badis,Badis badis,Badis/Dario,Badidae,Asia,Intermediate,Peaceful (with care),Bottom-Middle,40-75 L,0.8-3 in (2-8 cm),22-26°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore (micro),Pairs / harem,3-5 years,,"Badis badis is a small, shy micro-predator (such as the scarlet badis). It often refuses dry food, needs gentle tankmates and dense cover, and rewards patience with jewel-like colour.","Feed small live/frozen foods — most refuse flakes and pellets. | Keep with calm, small tankmates; boisterous fish outcompete them. | Provide dense planting and cover so this shy fish feels secure.",aqa-brineshrimp-flakes,,Usually needs live/frozen micro-foods — may refuse dry food.,https://care.best4pets.in/fish/badis-badis,https://care.best4pets.in/fish/badis-badis/care/,https://best4pets.in/products/badis-badis,Badis badis (Pair)
RA-FSH-0443,albino-rummynose-tetra-pair,albino-rummynose-tetra-large,Albino Rummynose Tetra Pair,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Albino Rummynose Tetra Pair is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/albino-rummynose-tetra-pair,https://care.best4pets.in/fish/albino-rummynose-tetra-pair/care/,https://best4pets.in/products/albino-rummynose-tetra-large,Albino Rummynose Tetra Pair
RA-FSH-0444,golden-mountain-minnow,golden-mountain-minnow,Golden Mountain Minnow,Danio/Minnow,Cyprinidae,Asia,Beginner,Peaceful,Top-Middle,75 L,1-2.5 in (2.5-6 cm),18-25°C,6.5-7.5,Soft-Medium (5-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Golden Mountain Minnow is a hardy, extremely active schooling fish that tolerates cooler water than most tropicals. A great, forgiving choice for community and coldwater-leaning tanks.",Keep a tight-fitting lid — these are energetic jumpers. | Happiest in a shoal of 6+ with long open swimming lanes. | Tolerates cooler room-temperature water; avoid overheating.,aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/golden-mountain-minnow,https://care.best4pets.in/fish/golden-mountain-minnow/care/,https://best4pets.in/products/golden-mountain-minnow,Golden Mountain Minnow (Pair)
RA-FSH-0445,rainbow-snakehead-2,channa-bleheri,Rainbow Snakehead,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,3-4 in,"Rainbow Snakehead is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/rainbow-snakehead-2,https://care.best4pets.in/fish/rainbow-snakehead-2/care/,https://best4pets.in/products/channa-bleheri,Rainbow Snakehead 3-4 inch
RA-FSH-0446,channa-bipuli,channa-bipuli-1,Channa bipuli,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,,"Channa bipuli is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/channa-bipuli,https://care.best4pets.in/fish/channa-bipuli/care/,https://best4pets.in/products/channa-bipuli-1,Channa bipuli
RA-FSH-0447,golden-cobra-snakehead-2,golden-cobra-snakehead,Golden Cobra Snakehead,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,5-6 in,"Golden Cobra Snakehead is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/golden-cobra-snakehead-2,https://care.best4pets.in/fish/golden-cobra-snakehead-2/care/,https://best4pets.in/products/golden-cobra-snakehead,"Golden Cobra Snakehead 5-6"""
RA-FSH-0448,red-mosaic-channa,red-mosaic-channa,Red Mosaic Channa,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,,"Red Mosaic Channa is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/red-mosaic-channa,https://care.best4pets.in/fish/red-mosaic-channa/care/,https://best4pets.in/products/red-mosaic-channa,Red Mosaic Channa
RA-FSH-0449,channa-stewartii-2,channa-stewartii-6,Channa stewartii,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,10 in,"Channa stewartii is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/channa-stewartii-2,https://care.best4pets.in/fish/channa-stewartii-2/care/,https://best4pets.in/products/channa-stewartii-6,Channa stewartii Jumbo 10inch
RA-FSH-0450,channa-andrao-2,channa-andrao-4,Channa andrao,Snakehead,Channidae,Asia / Africa,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-40 in — varies hugely by species,22-28°C,6.0-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or bonded pair,10-15 years,3 in,"Channa andrao is a predatory air-breathing snakehead. Species range from ~15 cm dwarves to metre-long giants, so the exact species dictates tank size. All are escape artists and hunters.","A tight, weighted lid is essential — snakeheads are determined jumpers. | Predatory: do not house with fish small enough to be eaten. | Confirm the species' adult size before buying — it ranges from 15 cm to over 1 m.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish.,https://care.best4pets.in/fish/channa-andrao-2,https://care.best4pets.in/fish/channa-andrao-2/care/,https://best4pets.in/products/channa-andrao-4,"Channa andrao 3"""
RA-FSH-0451,mudskipper,blue-mudskipper,Mudskipper,Goby,Gobiidae,Varies,Intermediate,Peaceful (with care),Bottom,40-75 L,1-3 in (2.5-8 cm),22-26°C,7.0-8.0,Medium-Hard (8-15 dGH),Carnivore,Pairs or single,3-5 years,,"Mudskipper is a small bottom goby, often territorial over a favourite cave. Some are strictly freshwater grazers while others (e.g. bumblebee gobies) prefer brackish water — check the species.",Confirm freshwater vs. brackish needs for the exact species. | Offer small live/frozen foods; many ignore dry flake. | Provide caves/territories — gobies defend a small patch.,aqa-brineshrimp-flakes,,Offer small live/frozen foods; many ignore flake.,https://care.best4pets.in/fish/mudskipper,https://care.best4pets.in/fish/mudskipper/care/,https://best4pets.in/products/blue-mudskipper,Mudskipper (Pair)
RA-FSH-0452,tri-colour-golden-barbs,tri-colour-golden-barbs,Tri Colour Golden Barbs,Barb,Cyprinidae,Asia,Beginner-Intermediate,Semi-aggressive,Middle,115 L,2-3 in (5-8 cm),22-26°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Shoal of 6 or more,5 years,,"Tri Colour Golden Barbs is an active, hardy barb. Kept in good numbers it's a lively community fish, but small groups can turn nippy toward long-finned tankmates.","Keep a shoal of 6+ to spread out natural nipping behaviour. | Avoid slow, long-finned tankmates (e.g. bettas, angelfish, guppies). | Provide open swimming space for this fast, energetic fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/tri-colour-golden-barbs,https://care.best4pets.in/fish/tri-colour-golden-barbs/care/,https://best4pets.in/products/tri-colour-golden-barbs,Tri Colour Golden Barbs
RA-FSH-0453,blind-cave-tetra,blind-cave-tetra,Blind Cave Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,,"Blind Cave Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/blind-cave-tetra,https://care.best4pets.in/fish/blind-cave-tetra/care/,https://best4pets.in/products/blind-cave-tetra,Blind Cave Tetra
RA-FSH-0454,pygmy-cory,pygmy-cory,Pygmy Cory,Corydoras,Callichthyidae,South America,Beginner,Peaceful,Bottom,75 L,1-3 in (2.5-8 cm),22-26°C,6.0-7.5,Soft-Medium (2-15 dGH),Omnivore (bottom),Shoal of 6 or more,5-8 years,,"Pygmy Cory is a peaceful, sociable bottom-dwelling catfish that shoals and constantly forages. A superb, hardy community cleanup fish that's happiest in a group.",Use smooth sand or rounded gravel to protect their delicate barbels. | Keep 6+ together — Corydoras are highly social and stressed when alone. | Feed sinking foods; don't assume they'll survive on leftovers alone.,aqa-micro-pellet-economy,aqa-brineshrimp-flakes,Use a sinking pellet so this bottom-feeder gets its share.,https://care.best4pets.in/fish/pygmy-cory,https://care.best4pets.in/fish/pygmy-cory/care/,https://best4pets.in/products/pygmy-cory,Pygmy Cory (Pair)
RA-FSH-0455,fire-eel,fire-eel-10,Fire Eel,Oddball/Predator,Various,Varies,Intermediate-Advanced,Aggressive,All levels,280-1140+ L (species-dependent),6-48 in — varies hugely by species,24-28°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore,Solitary or species-dependent,10-20 years,7 in,"Fire Eel is a specialist 'oddball' predator (such as bichirs, arowana, gar, knifefish or eels). Most grow large and hunt, so the exact species dictates tank size and tankmates.","Use a tight, weighted lid — most oddball predators jump or climb. | Predatory: never house with fish small enough to be swallowed. | Research the exact species — many outgrow standard aquariums dramatically.",aqa-brineshrimp-flakes,,Predatory — feed meaty foods sized to the fish; large species need large prey items.,https://care.best4pets.in/fish/fire-eel,https://care.best4pets.in/fish/fire-eel/care/,https://best4pets.in/products/fire-eel-10,"Fire Eel 7"""
RA-FSH-0456,red-beckfordi-pencilfish,red-beckfordi-pencilfish,Red Beckfordi Pencilfish,Pencilfish/Hatchet,Lebiasinidae / Gasteropelecidae,South America,Intermediate,Peaceful,Top,75 L,1-2.5 in (2.5-6 cm),23-28°C,5.5-7.0,Soft (2-10 dGH),Carnivore (micro/surface),Shoal of 6 or more,3-5 years,,"Red Beckfordi Pencilfish is a peaceful surface-oriented shoaler. Pencilfish and hatchets take small foods from the top and need calm water, cover and — for hatchets especially — a secure lid.","Keep a tight-fitting lid — hatchetfish are champion jumpers. | Offer small floating/surface foods and frozen micro-foods. | Soft water, gentle flow and a shoal of 6+ keep them settled.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,Feed small surface/floating foods.,https://care.best4pets.in/fish/red-beckfordi-pencilfish,https://care.best4pets.in/fish/red-beckfordi-pencilfish/care/,https://best4pets.in/products/red-beckfordi-pencilfish,Red Beckfordi Pencilfish (Pair)
RA-FSH-0457,emerald-rasbora,emerald-dwarf-rasbora,Emerald Rasbora,Rasbora,Cyprinidae,Southeast Asia,Beginner,Peaceful,Middle,40-75 L,0.75-2 in (2-5 cm),23-27°C,5.5-7.0,Soft-Medium (2-12 dGH),Omnivore,Shoal of 8 or more,3-5 years,,Emerald Rasbora is a peaceful nano cyprinid that shoals tightly and suits planted and nano aquascapes. Its small size and calm nature make it a community favourite.,"Keep 8+ together for a confident, colourful shoal. | Soft, slightly acidic water and planted cover bring out the best colour. | Feed small foods — micro-pellets, crushed flake and frozen daphnia/cyclops.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/emerald-rasbora,https://care.best4pets.in/fish/emerald-rasbora/care/,https://best4pets.in/products/emerald-dwarf-rasbora,Emerald Rasbora (Pair)
RA-FSH-0458,coral-red-pencilfish,coral-red-pencilfish-2-2cm,Coral Red Pencilfish,Pencilfish/Hatchet,Lebiasinidae / Gasteropelecidae,South America,Intermediate,Peaceful,Top,75 L,1-2.5 in (2.5-6 cm),23-28°C,5.5-7.0,Soft (2-10 dGH),Carnivore (micro/surface),Shoal of 6 or more,3-5 years,2.2 cm,"Coral Red Pencilfish is a peaceful surface-oriented shoaler. Pencilfish and hatchets take small foods from the top and need calm water, cover and — for hatchets especially — a secure lid.","Keep a tight-fitting lid — hatchetfish are champion jumpers. | Offer small floating/surface foods and frozen micro-foods. | Soft water, gentle flow and a shoal of 6+ keep them settled.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,Feed small surface/floating foods.,https://care.best4pets.in/fish/coral-red-pencilfish,https://care.best4pets.in/fish/coral-red-pencilfish/care/,https://best4pets.in/products/coral-red-pencilfish-2-2cm,Coral Red Pencilfish 2.2cm
RA-FSH-0459,apistogramma-hongsloi-pair,apistogramma-hongsloi,Apistogramma Hongsloi Pair,Dwarf Cichlid (Apisto/Ram),Cichlidae,South America,Intermediate,Peaceful (with care),Bottom-Middle,75-115 L,2-3.5 in (5-9 cm),26-29°C,5.5-7.0,Soft (2-10 dGH),Carnivore/Omnivore,Pairs,2-4 years,,"Apistogramma Hongsloi Pair is a colourful dwarf cichlid best kept as a pair in warm, soft water with caves and territory. Peaceful in a community, but defends a small breeding territory.","Warm, soft, slightly acidic water suits dwarf cichlids best. | Provide caves and broken sight-lines so a pair can hold territory. | Rams (Mikrogeophagus) want the warm end (28-30°C) and stable water.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/apistogramma-hongsloi-pair,https://care.best4pets.in/fish/apistogramma-hongsloi-pair/care/,https://best4pets.in/products/apistogramma-hongsloi,Apistogramma Hongsloi Pair
